id;decade;gender;name;quote;description;img_path;wiki;info;source
20;1920;male;Albert Einstein;Einstein is a favorite model for depictions of mad scientists and absent-minded professors, 'a cartoonist's dream come true’.;a German-born theoretical physicist. Einstein developed the theory of relativity, one of the two pillars of modern physics (alongside quantum mechanics). Einstein's intellectual achievements and originality have made the word ‘Einstein’ synonymous with ‘genius’.;app/static/db/men/1920s/00_Einstein.jpg;https://en.wikipedia.org/wiki/Albert_Einstein;https://www.britannica.com/biography/Albert-Einstein;britannica
21;1920;male;William Surrey Hart;Though Hart could be cast as a villain, he imbued all of his characters with honor and integrity.;an American silent film actor, screenwriter, director and producer. He is remembered as a foremost western star of the silent era who ‘imbued all of his characters with honor and integrity.’;app/static/db/men/1920s/01_Hart.jpg;https://en.wikipedia.org/wiki/William_S._Hart;http://www.imdb.com/name/nm0366586/;imdb
22;1920;male;Tom Mix;Mix was the acknowledged 'King of Cowboys' when Ronald Reagan and John Wayne were young.;an American film actor and the star of many early Western movies between 1909 and 1935. Mix appeared in 291 films, all but nine of which were silent movies. He was Hollywood's first Western star and helped define the genre as it emerged in the early days of the cinema.;app/static/db/men/1920s/02_Mix.jpg;https://en.wikipedia.org/wiki/Tom_Mix;http://www.imdb.com/name/nm0594291/;imdb
23;1920;male;Ramon Novarro;I was always the hero - with no vices - reciting practically the same lines to the leading lady.;a Mexican film, stage and television actor who began his career in silent films and eventually became a leading man of the 1920s and early 1930s. Novarro was promoted by MGM as a ‘Latin lover’ and became known as a sex symbol after the death of Rudolph Valentino.;app/static/db/men/1920s/03_Novarro.jpg;https://en.wikipedia.org/wiki/Ramon_Novarro;http://www.imdb.com/name/nm0003895/;imdb
24;1920;male;Rudolph Valentino;Here was a young man who was living daily the dream of millions of other men. Here was one who was catnip to women. Here was one who had wealth and fame. And here was one who was very unhappy.;an Italian naturalized American actor who starred in several well-known silent films. He was an early pop icon, a sex symbol of the 1920s, who was known as the ‘Latin lover’ or simply as ‘Valentino’. His death at 31 further propelled him to iconic status.;app/static/db/men/1920s/04_Valentino.jpg;https://en.wikipedia.org/wiki/Rudolph_Valentino;http://www.imdb.com/name/nm0884388/;imdb
25;1920;male;Jimmie Rodgers;His songs were different than the norm. They had more of an individual nature and an elevated conscience... I was drawn to their power.;an American country, blues and folk singer, songwriter and musician in the early 20th century, known most widely for his rhythmic yodeling. Rodgers, along with his contemporaries the Carter Family, was among one of the first country music superstars and pioneers.;app/static/db/men/1920s/05_Rodgers.jpg;https://en.wikipedia.org/wiki/Jimmie_Rodgers_(country_singer);https://www.biography.com/people/jimmie-rodgers-20650665;biography.com
26;1920;male;Fritz Lang;Over and over, Lang made movies about the madness of crowds, the indelible stain of guilt, the influence of the powerful, and yes, the way people look beneath their clothes - literally and metaphorically.;an Austrian-German-American filmmaker, screenwriter, and occasional film producer and actor. One of the best-known émigrés from Germany's school of Expressionism, he was dubbed the ‘Master of Darkness’ by the British Film Institute.;app/static/db/men/1920s/06_Lang.jpg;https://en.wikipedia.org/wiki/Fritz_Lang;http://www.imdb.com/name/nm0000485/;imdb
27;1920;male;Max Ernst;Max Ernst is above all an artist in the limited sense-a man who paints with taste and sensibility. He used these gifts to convey his vision-his symbolic vision-just as Blake used his poetic sensibility to convey his symbolic vision.;a German painter, sculptor, graphic artist, and poet. A prolific artist, Ernst was a primary pioneer of the Dada movement and Surrealism.;app/static/db/men/1920s/07_Ernst.jpg;https://en.wikipedia.org/wiki/Max_Ernst;http://www.theartstory.org/artist-ernst-max.htm;artstory
28;1920;male;Andre Breton;The founder of surrealism who frequently dresses entirely in green, smokes a green pipe, drinks a green liqueur and has a sound of knowledge of Freudian psychology.;a French writer, poet, and anti-fascist. He is known best as the founder of Surrealism. His writings include the first Surrealist Manifesto (Manifeste du surréalisme) of 1924, in which he defined surrealism as ‘pure psychic automatism’.;app/static/db/men/1920s/08_Breton.jpg;https://en.wikipedia.org/wiki/Andr%C3%A9_Breton;http://www.theartstory.org/artist-breton-andre.htm;artstory
29;1920;male;F. Scott Fitzgerald;His talent was as natural as the pattern that was made by the dust on a butterfly's wings.;an American novelist and short story writer, whose works (The Beautiful and Damned, The Great Gatsby) illustrate the Jazz Age. While he achieved limited success in his lifetime, he is now widely regarded as one of the greatest American writers of the 20th century.;app/static/db/men/1920s/09_Fitzgerald.jpg;https://en.wikipedia.org/wiki/F._Scott_Fitzgerald;https://www.biography.com/people/f-scott-fitzgerald-9296261;biography.com
30;1920;male;Ernest Hemingway;Hemingway left stories and novels so starkly moving that some have become part of our cultural heritage.;an American novelist, short story writer, and journalist. His economical and understated style had a strong influence on 20th-century fiction, while his life of adventure and his public image influenced later generations.;app/static/db/men/1920s/10_Hemingway.jpg;https://en.wikipedia.org/wiki/Ernest_Hemingway;https://www.britannica.com/biography/Ernest-Hemingway;britannica
31;1920;male;Alexander Fleming;One sometimes finds what one is not looking for. When I woke up just after dawn on Sept. 28, 1928, I certainly didn't plan to revolutionize all medicine by discovering the world's first antibiotic, or bacteria killer. But I guess that was exactly what I did.;a Scottish physician, microbiologist, and pharmacologist. His best-known discoveries are the enzyme lysozyme in 1923 and the world's first antibiotic substance benzylpenicillin for which he shared the Nobel Prize in Physiology or Medicine in 1945.;app/static/db/men/1920s/11_Fleming.jpg;https://en.wikipedia.org/wiki/Alexander_Fleming;https://www.biography.com/people/alexander-fleming-9296894;biography.com
32;1920;male;Thomas Stearns Eliot;Order - that is what makes Mr Eliot's critical work so precious to us today. He has imposed an order on our chaos, our intellectual anarchy, he throws us a plank as we drown in a sea of platitudes and foaming stupidities.;a British essayist, publisher, playwright, literary and social critic, and ‘one of the twentieth century's major poets’. Eliot attracted widespread attention for his poem ‘The Love Song of J. Alfred Prufrock’ (1915), which was seen as a masterpiece of the Modernist movement.;app/static/db/men/1920s/12_Eliot.jpg;https://en.wikipedia.org/wiki/T._S._Eliot;https://www.poetryfoundation.org/poets/t-s-eliot;Poetry Foundation
33;1920;male;John Gilbert;Handsome, romantic lead of silent films, Gilbert reached his peak in the late 1920s starring opposite Greta Garbo in several features.;an American actor, screenwriter and director. He rose to fame during the silent film era and became a popular leading man known as ‘The Great Lover’. Gilbert's popularity began to wane when silent pictures gave way to talkies.;app/static/db/men/1920s/13_Gilbert.jpg;https://en.wikipedia.org/wiki/John_Gilbert_(actor);http://www.imdb.com/name/nm0318105/;imdb
34;1920;male;William Haines;By the end of the 1920s, William Haines was Hollywood's #1 box-office draw - a talented, handsome, and wisecracking romantic lead.;an American film actor and interior designer. The role in The Midnight Express solidified his screen persona as a wisecracking, arrogant leading man. Haines quit acting in 1935 due to his refusal to deny his homosexuality and started a successful interior design business.;app/static/db/men/1920s/14_Haines.jpg;https://en.wikipedia.org/wiki/William_Haines;http://www.imdb.com/name/nm0354313/;imdb
35;1920;male;Max Schreck;Whoever hopes to discover a vampire will be disappointed, but they will find an actor of real skill and versatility, yet he himself remains somewhat shrouded in mystery.;a German actor, best known for his lead role as the vampire Count Orlok in the film Nosferatu (1922).;app/static/db/men/1920s/15_Schreck.jpg;https://en.wikipedia.org/wiki/Max_Schreck;http://www.imdb.com/name/nm0775180/;imdb
36;1920;male;Stan Laurel;Chaplin wasn't the funniest. I wasn't the funniest. Stan Laurel was the funniest.;an English comic actor, writer and film director, who was part of the comedy duo Laurel and Hardy. Laurel began his career in music hall, where he appropriated a number of his standard comic devices: the bowler hat, the deep comic gravity and the nonsensical understatement.;app/static/db/men/1920s/16_Laurel.jpg;https://en.wikipedia.org/wiki/Stan_Laurel;http://www.imdb.com/name/nm0491048/;imdb
37;1920;male;Oliver Hardy;His twiddle of the tie and his 'camera look' technique were all there. He had a stubborn attitude and played a know-it-all, who's behavior always got the boys in a mess. That was an unmistakable genius.;an American comic actor and one half of Laurel and Hardy, the double act that began in the era of silent films and lasted 25 years. He appeared with his comedy partner Stan Laurel in 107 short films, feature films, and cameo roles.;app/static/db/men/1920s/17_Hardy.jpg;https://en.wikipedia.org/wiki/Oliver_Hardy;http://www.imdb.com/name/nm0001316/;imdb
38;1920;male;Conrad Veidt;He used his position as an actor from a war-making country to fight for what he believed in - tolerance, justice, compassion - even if it meant espousing on screen exactly the opposite values.;a German actor best remembered for his roles in films such as The Cabinet of Dr. Caligari, The Man Who Laughs, and, after being forced to migrate to Britain by the rise of Nazism in Germany, his roles in The Thief of Bagdad, and, in Hollywood, Casablanca.;app/static/db/men/1920s/18_Veidt.jpg;https://en.wikipedia.org/wiki/Conrad_Veidt;http://www.imdb.com/name/nm0891998/;imdb
39;1920;male;Babe Ruth;He was a superman and yet his legs were spindly. He was a big florid man, yet all his movements were dainty as a squirrel's. He was gentle to children and could be blasphemous to adults. He was Hercules with bat in hand.;an American professional baseball player whose career in Major League Baseball spanned 22 seasons, from 1914 through 1935. Ruth is regarded as one of the greatest sports heroes in American culture and is considered by many to be the greatest baseball player of all time.;app/static/db/men/1920s/19_Ruth.jpg;https://en.wikipedia.org/wiki/Babe_Ruth;http://www.baberuth.com/;official site
40;1930;male;James Stewart;An endearing perfectionist with a droll sense of humor and a shy way of watching you to see if you react to that humor.;an American actor and military officer who is among the most honored and popular stars in film history. Stewart was known for his distinctive drawl and down-to-earth persona, which helped him often portray American middle-class men struggling in crisis.;app/static/db/men/1930s/00_Stewart.jpg;https://en.wikipedia.org/wiki/James_Stewart;http://www.imdb.com/name/nm0000071/;imdb
41;1930;male;Cary Grant;Quite simply, the funniest actor cinema has ever produced.;a English-American actor, known as one of classic Hollywood's definitive leading men. He began a career in Hollywood in the early 1930s, and became known for his transatlantic accent, debonair demeanor, and light-hearted approach to acting and sense of comic timing.;app/static/db/men/1930s/01_Grant.jpg;https://en.wikipedia.org/wiki/Cary_Grant;http://www.imdb.com/name/nm0000026/;imdb
42;1930;male;Henry Fonda;A true professional dedicated to excellence in his craft. He graced the screen with a sincerity and accuracy which made him a legend.;an American film and stage actor. Throughout 5 decades in Hollywood, Fonda cultivated a strong, appealing screen image in such classics as The Ox-Bow Incident, Mister Roberts, and 12 Angry Men. Later, Fonda moved both toward darker epics and lighter roles in family comedies.;app/static/db/men/1930s/02_Fonda.jpg;https://en.wikipedia.org/wiki/Henry_Fonda;http://www.imdb.com/name/nm0000020/;imdb
43;1930;male;Clark Gable;He was as masculine as any man I've ever known, and as much a little boy as a grown man could be - it was this combination that had such a devastating effect on women.;an American film actor and military officer, often referred to as ‘The King of Hollywood’ or just simply as ‘The King’. In 1932, he landed his first leading Hollywood role and over the next three decades he became a leading man in more than 60 motion pictures. ;app/static/db/men/1930s/03_Gable.jpg;https://en.wikipedia.org/wiki/Clark_Gable;http://www.imdb.com/name/nm0000022/;imdb
44;1930;male;Gary Cooper;The personality of this man was so enormous, so overpowering - and that expression in his eyes and his face, it was so delicate and so underplayed. You just didn't notice it until you saw it on the screen.;an American film actor known for his natural and understated acting style and screen performances. His career spanned thirty-five years, from 1925 to 1960. The screen persona he sustained throughout his career represented the ideal American hero. ;app/static/db/men/1930s/04_Cooper.jpg;https://en.wikipedia.org/wiki/Gary_Cooper;http://www.imdb.com/name/nm0000011/;imdb
45;1930;male;James Cagney;Maybe the greatest actor to ever appear in front of a camera.;an American actor and dancer, both on stage and in film, though he had his greatest impact in film. Known for his consistently energetic performances, distinctive vocal style, and deadpan comic timing, he won acclaim and major awards for a wide variety of performances.;app/static/db/men/1930s/05_Cagney.jpg;https://en.wikipedia.org/wiki/James_Cagney;http://www.imdb.com/name/nm0000010/;imdb
46;1930;male;Spencer Tracy;One never had the feeling he was 'acting' in a scene, but the truth of the situation was actually happening, spontaneously, at the moment he spoke his lines.;an American actor, noted for his natural style and versatility. His career flourished with a series of hit films, and in 1937 and 1938 he won consecutive Oscars for Captains Courageous and Boys Town. By the 1940s, Tracy was one of the studio's top stars.;app/static/db/men/1930s/06_Tracy.jpg;https://en.wikipedia.org/wiki/Spencer_Tracy;http://www.imdb.com/name/nm0000075/;imdb
47;1930;male;Errol Flynn;Damn it! The man could act!;an Australian-born actor who achieved fame in Hollywood after 1935. He was known for his romantic swashbuckler roles in Hollywood films, as well as frequent partnerships with Olivia de Havilland.;app/static/db/men/1930s/07_Flynn.jpg;https://en.wikipedia.org/wiki/Errol_Flynn;http://www.imdb.com/name/nm0001224/;imdb
48;1930;male;Fred Astaire;The history of dance on film begins with Astaire.;an American dancer, singer, actor, choreographer and television presenter. He is widely regarded as one of the most influential dancers in the history of film. As a dancer, he is best remembered for his sense of rhythm, perfectionism, and as the dancing partner of Ginger Rogers.;app/static/db/men/1930s/08_Astaire.jpg;https://en.wikipedia.org/wiki/Fred_Astaire;http://www.imdb.com/name/nm0000001/;imdb
49;1930;male;Edward G. Robinson;He achieved greatness as a player, a patron of the arts and a dedicated citizen ... in sum, a Renaissance man.;a Romanian-born American actor. A popular star on stage and screen during Hollywood's Golden Age, he appeared in more than 100 films. He is best remembered for his tough-guy roles as a gangster, such as his star-making films, Little Caesar and Key Largo.;app/static/db/men/1930s/09_Robinson.jpg;https://en.wikipedia.org/wiki/Edward_G._Robinson;http://www.imdb.com/name/nm0000064/;imdb
50;1930;male;Fredric March;Mr. March struck Hollywood as the answer to a prayer, for not only was he the possessor of a virile and handsome profile that could meet, the most rigorous demands of the camera close-up, but also he had a rich, well-trained stage actor's voice.;a distinguished stage actor and one of Hollywood's most celebrated, versatile stars of the 1930s and 40s. He won the Academy Award for Best Actor for Dr. Jekyll and Mr. Hyde (1931) and The Best Years of Our Lives (1946).;app/static/db/men/1930s/10_March.jpg;https://en.wikipedia.org/wiki/Fredric_March;http://www.imdb.com/name/nm0545298/;imdb
51;1930;male;William Powell;Mr. Powell was noted for his trim mustache, impeccable attire and resonant voice. His face was considered suited more to sinister than romantic roles, and throughout the silent-film era he invariably played cads and other villains.;an American actor. A major star at Metro-Goldwyn-Mayer, he was paired with Myrna Loy in 14 films, including the Thin Man series based on the Nick and Nora Charles characters created by Dashiell Hammett.;app/static/db/men/1930s/11_Powell.jpg;https://en.wikipedia.org/wiki/William_Powell;http://www.imdb.com/name/nm0001635/;imdb
52;1930;male;Walter Huston;Due to his great talent and his understated style, his reputation has not suffered as has some other of his 'great actor' contemporaries of the 1930s, but rather, seems to have been burnished as time goes by.;a Canadian-born American actor and singer. Huston won the Academy Award for Best Supporting Actor for his role in The Treasure of the Sierra Madre, directed by his son John Huston.;app/static/db/men/1930s/12_Huston.jpg;https://en.wikipedia.org/wiki/Walter_Huston;http://www.imdb.com/name/nm0404158/;imdb
53;1930;male;Leslie Howard;Howard was not what he seemed. He had the kind of distraught air that would make people want to mother him. Actually, he was about as naive as General Motors. Busy little brain, always going.;an English stage and film actor, director and producer. Howard also wrote many stories and articles for The New York Times and The New Yorker. Howard was one of the movie idols of the 1930s but is probably best remembered for playing Ashley Wilkes in Gone with the Wind.;app/static/db/men/1930s/13_Howard.jpg;https://en.wikipedia.org/wiki/Leslie_Howard_(actor);http://www.imdb.com/name/nm0001366/;imdb
54;1930;male;Fred Allen;A comedian, actor and singer, with a dry, gravelly voice, baggy eyes, and deadpan expression, all of which made him ideal for the kind of topical monologues that became his speciality.;an American comedian whose absurdist, topically-pointed radio program The Fred Allen Show made him one of the most popular humorists in the Golden Age of American radio. His best-remembered gag was his long-running mock feud with friend and comedian Jack Benny. ;app/static/db/men/1930s/14_Allen.jpg;https://en.wikipedia.org/wiki/Fred_Allen;http://www.imdb.com/name/nm0020521/;imdb
55;1930;male;Warner Baxter;Armed with a thick Mexican accent and a surfeit of roguish charm, he frequently played womanizing, charismatic Latin bandit types in westerns.;an American film actor from the 1910s to the 1940s. Baxter became known for his role as The Cisco Kid in the 1928 film for which he won the Academy Award for Best Actor. He frequently played womanizing, charismatic Latin bandit types in westerns. ;app/static/db/men/1930s/15_Baxter.jpg;https://en.wikipedia.org/wiki/Warner_Baxter;http://www.imdb.com/name/nm0062828/;imdb
56;1930;male;Wallace Beery;Imposing and not traditionally handsome, Beery was highly proficient at both comedy and menace, sometimes even mixing the two quite superbly.;an American film actor. He is best known for his portrayal of Bill in Min and Bill opposite Marie Dressler, as Long John Silver in Treasure Island, and his titular role in The Champ, for which he won the Academy Award for Best Actor.;app/static/db/men/1930s/16_Beery.jpg;https://en.wikipedia.org/wiki/Wallace_Beery;http://www.imdb.com/name/nm0000891/;imdb
57;1930;male;Charles Boyer;A tall, dark and handsome and with his thick French accent and dark piercing eyes on screen, he captured many a female fans heart. He was the last of the cinema's great lovers.;a French actor who appeared in more than 80 films between 1920 and 1976. His memorable performances were among the era's most highly praised, in romantic dramas such as The Garden of Allah (1936) and Love Affair (1939), as well as the mystery-thriller Gaslight (1944).;app/static/db/men/1930s/17_Boyer.jpg;https://en.wikipedia.org/wiki/Charles_Boyer;http://www.imdb.com/name/nm0000964/;imdb
58;1930;male;Frank Capra;The art of Frank Capra is very, very simple: It's the love of people. Add two simple ideals to this love of people: the freedom of each individual, and the equal importance of each individual, and you have the principle upon which I based all my films.;an Italian-American film director, producer and writer. Capra became one of America's most influential directors during the 1930s, among his leading films were It Happened One Night (1934), You Can't Take It With You (1938), and Mr. Smith Goes to Washington (1939).;app/static/db/men/1930s/18_Capra.jpg;https://en.wikipedia.org/wiki/Frank_Capra;http://www.imdb.com/name/nm0001008/;imdb
59;1930;male;Boris Karloff;The long-reigning king of Hollywood horror.;an English actor who was primarily known for his roles in horror films. He portrayed Frankenstein's monster in Frankenstein (1931), Bride of Frankenstein (1935), and Son of Frankenstein (1939), which resulted in his immense popularity.;app/static/db/men/1930s/19_Karloff.jpg;https://en.wikipedia.org/wiki/Boris_Karloff;http://www.imdb.com/name/nm0000472/;imdb
60;1940;male;Humphrey Bogart;The cult hero of American cinema, Bogart's screen persona--the tight-lipped, streetwise thug--is a testament to his gifts as an actor, especially when contrasted against his upper crust upbringing.;an American screen and stage actor whose performances in 1940s films noir such as The Maltese Falcon, Casablanca, and The Big Sleep earned him status as a cultural icon. The American Film Institute ranked Bogart as the greatest male star of Classic American cinema.;app/static/db/men/1940s/00_Bogart.jpg;https://en.wikipedia.org/wiki/Humphrey_Bogart;http://www.imdb.com/name/nm0000007/;imdb
61;1940;male;Orson Welles;The ultimate auteur', which known for his use of low camera angles, tracking shots, deep focus and elaborate crane shots in his films and which was one of the most recognizable deep voices in all of film, radio or television.;an American actor, director, writer, and producer. He is remembered for his innovative work in 3 directions: in theatre, most notably Caesar, in radio, the legendary broadcast The War of the Worlds and in film, Citizen Kane, consistently ranked as one of the greatest films ever made.;app/static/db/men/1940s/01_Welles.jpg;https://en.wikipedia.org/wiki/Orson_Welles;http://www.imdb.com/name/nm0000080/;imdb
62;1940;male;Gene Kelly;Fred Astaire represented the aristocracy, I represented the proletariat.;an American dancer, actor of film, stage, and television, singer, film director, producer, and choreographer. He was known for his energetic and athletic dancing style, his good looks, and the likable characters that he played on screen.;app/static/db/men/1940s/02_Kelly.jpg;https://en.wikipedia.org/wiki/Gene_Kelly;http://www.imdb.com/name/nm0000037/;imdb
